Accident_ID,Date,Time,Weather,Road_Condition,Location,Latitude,Longitude,Severity,Vehicles_Involved,Cause
A0991,2024-11-25,00:40,Clear,Dry,Kilakarai Main Road,9.229543,78.782931,Moderate,3,Speeding
A0992,2025-02-13,08:31,Cloudy,Muddy,Market Road,9.36486,78.837494,Fatal,4,Distracted Driving
A0993,2025-12-17,23:54,Foggy,Wet,Market Road,9.36723,78.83697,Minor,2,Distracted Driving
A0994,2025-05-31,20:50,Clear,Dry,East Coast Road,9.301088,78.900774,Fatal,3,Speeding
A0995,2024-04-28,07:28,Clear,Dry,Market Road,9.364838,78.836848,Fatal,1,Speeding
A0996,2024-01-30,06:45,Clear,Under Construction,Devipattinam Road,9.479201,78.869131,Minor,3,Overtaking
A0997,2025-11-17,18:57,Clear,Dry,Rameswaram Road,9.289783,79.313062,Minor,3,Drunk Driving
A0998,2025-08-12,20:59,Rainy,Wet,Madurai Road Junction,9.365527,78.811605,Moderate,3,Poor Road Condition
A0999,2025-07-29,17:50,Windy,Dry,Bus Stand Junction,9.36746,78.832677,Minor,2,Distracted Driving
A1000,2025-08-29,06:47,Windy,Wet,Devipattinam Road,9.477755,78.866883,Severe,2,Speeding
A1001,2024-11-14,16:00,Clear,Dry,Bus Stand Junction,9.366487,78.833783,Minor,5,Signal Violation
A1002,2024-05-09,19:59,Clear,Wet,Madurai Road Junction,9.363811,78.809538,Moderate,2,Speeding
A1003,2024-10-30,10:52,Rainy,Wet,Market Road,9.36296,78.83652,Moderate,1,Weather
A1004,2025-05-29,17:19,Windy,Dry,Ramanathapuram Junction,9.363902,78.838274,Moderate,3,Overtaking
A1005,2025-01-20,15:45,Clear,Potholes,Kilakarai Main Road,9.231989,78.786406,Moderate,3,Distracted Driving
A1006,2024-07-02,18:03,Rainy,Wet,Kilakarai Main Road,9.228589,78.783856,Moderate,4,Vehicle Failure
A1007,2025-03-08,16:21,Cloudy,Under Construction,Ramanathapuram Junction,9.362746,78.83809,Moderate,2,Signal Violation
A1008,2024-07-18,09:59,Cloudy,Dry,Rameswaram Road,9.289244,79.311709,Severe,2,Speeding
A1009,2024-11-07,20:45,Clear,Dry,Ramanathapuram Junction,9.363503,78.836494,Moderate,3,Speeding
A1010,2024-07-19,08:51,Cloudy,Dry,Paramakudi Highway,9.546953,78.588141,Moderate,2,Weather
A1011,2025-11-26,12:27,Rainy,Dry,Paramakudi Highway,9.54609,78.590416,Minor,1,Overtaking
A1012,2025-03-20,17:37,Windy,Wet,East Coast Road,9.302041,78.898037,Minor,1,Poor Road Condition
A1013,2024-06-25,10:38,Cloudy,Dry,Market Road,9.361271,78.836476,Moderate,3,Weather
A1014,2025-01-26,20:41,Clear,Wet,Market Road,9.368501,78.838058,Minor,1,Distracted Driving
A1015,2025-06-05,17:58,Clear,Dry,Market Road,9.366114,78.835463,Moderate,2,Overtaking
A1016,2025-01-28,19:11,Clear,Wet,Devipattinam Road,9.479211,78.86654,Minor,2,Distracted Driving
A1017,2025-07-04,18:55,Clear,Potholes,Devipattinam Road,9.478715,78.868758,Moderate,2,Speeding
A1018,2025-08-21,15:33,Clear,Potholes,East Coast Road,9.30159,78.904139,Minor,3,Weather
A1019,2025-12-12,08:38,Clear,Dry,Devipattinam Road,9.478589,78.867237,Minor,1,Signal Violation
A1020,2025-07-29,17:05,Clear,Muddy,Kilakarai Main Road,9.230962,78.782346,Moderate,1,Speeding
A1021,2024-01-01,07:42,Clear,Dry,East Coast Road,9.298958,78.899386,Minor,4,Overtaking
A1022,2025-05-17,14:36,Cloudy,Dry,East Coast Road,9.299214,78.900229,Moderate,2,Overtaking
A1023,2024-02-15,18:42,Clear,Dry,Kilakarai Main Road,9.229766,78.786682,Fatal,3,Speeding
A1024,2025-01-02,16:37,Clear,Wet,Industrial Area Road,9.35,78.824986,Minor,2,Distracted Driving
A1025,2024-09-17,13:05,Cloudy,Under Construction,Paramakudi Highway,9.545508,78.590233,Severe,2,Speeding
A1026,2025-10-23,23:44,Clear,Dry,Rameswaram Road,9.289238,79.310699,Moderate,3,Poor Road Condition
A1027,2025-03-20,19:20,Clear,Under Construction,Bus Stand Junction,9.366513,78.833544,Moderate,2,Distracted Driving
A1028,2025-10-17,13:21,Clear,Potholes,East Coast Road,9.297981,78.898771,Moderate,1,Signal Violation
A1029,2024-08-15,00:24,Clear,Dry,Rameswaram Road,9.287286,79.313312,Moderate,1,Overtaking
A1030,2025-05-16,17:51,Clear,Dry,Rameswaram Road,9.288394,79.31229,Moderate,2,Drunk Driving
A1031,2024-11-21,21:10,Windy,Dry,Devipattinam Road,9.479276,78.867794,Severe,3,Poor Road Condition
A1032,2025-02-16,16:56,Clear,Dry,East Coast Road,9.300586,78.899845,Moderate,2,Speeding
A1033,2024-09-30,07:36,Clear,Wet,Paramakudi Highway,9.546398,78.589126,Minor,3,Overtaking
A1034,2024-07-06,13:29,Clear,Dry,Industrial Area Road,9.346342,78.824799,Severe,2,Distracted Driving
A1035,2024-08-22,22:56,Clear,Potholes,East Coast Road,9.302134,78.901389,Moderate,2,Overtaking
A1036,2024-09-02,17:04,Windy,Dry,Devipattinam Road,9.479448,78.869854,Moderate,3,Speeding
A1037,2025-03-10,19:00,Cloudy,Under Construction,Market Road,9.365933,78.836496,Severe,2,Speeding
A1038,2024-01-15,18:25,Cloudy,Potholes,East Coast Road,9.299074,78.899526,Moderate,3,Signal Violation
A1039,2025-11-08,09:47,Windy,Potholes,Madurai Road Junction,9.365924,78.811806,Moderate,2,Overtaking
A1040,2025-11-21,14:10,Windy,Muddy,Industrial Area Road,9.349791,78.824325,Minor,1,Overtaking
A1041,2025-03-08,15:03,Clear,Dry,Paramakudi Highway,9.546001,78.590902,Moderate,2,Overtaking
A1042,2024-04-30,20:54,Clear,Dry,East Coast Road,9.297834,78.896556,Severe,1,Speeding
A1043,2025-10-20,08:19,Clear,Potholes,Bus Stand Junction,9.366674,78.832169,Severe,4,Overtaking
A1044,2025-04-16,11:39,Clear,Dry,Ramanathapuram Junction,9.363138,78.839278,Moderate,4,Speeding
A1045,2025-05-18,00:27,Clear,Dry,Madurai Road Junction,9.36432,78.812179,Severe,2,Vehicle Failure
A1046,2024-09-13,07:42,Clear,Dry,Ramanathapuram Junction,9.36439,78.839951,Moderate,2,Speeding
A1047,2025-11-03,06:28,Rainy,Wet,Rameswaram Road,9.288933,79.310292,Severe,2,Poor Road Condition
A1048,2024-02-11,06:18,Clear,Dry,Kilakarai Main Road,9.232559,78.784886,Moderate,1,Distracted Driving
A1049,2024-05-01,22:17,Clear,Dry,Market Road,9.366806,78.834592,Minor,3,Signal Violation
A1050,2025-02-02,15:59,Clear,Under Construction,Bus Stand Junction,9.365169,78.835227,Minor,1,Vehicle Failure
A1051,2024-02-23,19:15,Cloudy,Dry,Ramanathapuram Junction,9.364465,78.838147,Minor,3,Overtaking
A1052,2025-03-15,09:05,Clear,Dry,Rameswaram Road,9.286696,79.313688,Moderate,2,Distracted Driving
A1053,2025-11-13,23:15,Rainy,Muddy,Rameswaram Road,9.286216,79.314464,Moderate,3,Vehicle Failure
A1054,2025-08-28,08:54,Cloudy,Dry,Paramakudi Highway,9.544649,78.590958,Moderate,2,Speeding
A1055,2024-01-19,21:27,Cloudy,Dry,Kilakarai Main Road,9.230507,78.785905,Moderate,2,Speeding
A1056,2025-05-05,08:27,Clear,Dry,Kilakarai Main Road,9.230184,78.784756,Moderate,1,Speeding
A1057,2024-11-23,18:15,Foggy,Dry,Madurai Road Junction,9.365061,78.808497,Moderate,3,Speeding
A1058,2025-09-13,14:58,Clear,Dry,Rameswaram Road,9.289111,79.31123,Minor,2,Overtaking
A1059,2025-07-19,18:43,Rainy,Wet,Devipattinam Road,9.477657,78.866508,Moderate,3,Vehicle Failure
A1060,2024-10-09,12:41,Clear,Dry,Industrial Area Road,9.346156,78.824713,Moderate,1,Vehicle Failure
A1061,2025-11-01,03:58,Rainy,Wet,Devipattinam Road,9.481619,78.869177,Fatal,4,Speeding
A1062,2024-07-25,18:48,Clear,Dry,Rameswaram Road,9.287971,79.311606,Severe,2,Speeding
A1063,2025-01-09,23:57,Clear,Wet,East Coast Road,9.300034,78.900821,Moderate,1,Vehicle Failure
A1064,2025-09-05,19:10,Clear,Under Construction,East Coast Road,9.298229,78.901671,Minor,4,Drunk Driving
A1065,2025-05-21,18:25,Cloudy,Potholes,Kilakarai Main Road,9.232073,78.786077,Moderate,1,Overtaking
A1066,2025-02-14,16:24,Cloudy,Dry,Bus Stand Junction,9.368158,78.834029,Moderate,2,Speeding
A1067,2025-06-09,20:50,Clear,Wet,Ramanathapuram Junction,9.364909,78.840388,Moderate,2,Drunk Driving
A1068,2024-08-17,16:10,Clear,Dry,Rameswaram Road,9.287469,79.31114,Severe,1,Speeding
A1069,2024-02-22,09:50,Cloudy,Dry,Paramakudi Highway,9.546153,78.592324,Minor,2,Signal Violation
A1070,2024-11-28,17:23,Clear,Wet,Madurai Road Junction,9.363141,78.807799,Moderate,3,Drunk Driving
A1071,2025-10-02,10:03,Rainy,Wet,Industrial Area Road,9.350247,78.825076,Severe,1,Overtaking
A1072,2025-08-20,17:55,Clear,Wet,East Coast Road,9.30026,78.900366,Severe,3,Distracted Driving
A1073,2025-03-28,16:52,Clear,Dry,Industrial Area Road,9.349665,78.827235,Severe,3,Drunk Driving
A1074,2025-03-20,14:46,Clear,Potholes,Paramakudi Highway,9.543599,78.588757,Moderate,2,Speeding
A1075,2024-07-03,08:31,Cloudy,Dry,Paramakudi Highway,9.545845,78.587535,Moderate,1,Speeding
A1076,2024-03-14,08:09,Clear,Dry,Industrial Area Road,9.349736,78.827492,Moderate,2,Poor Road Condition
A1077,2024-01-13,18:51,Cloudy,Dry,Paramakudi Highway,9.546031,78.590346,Severe,3,Speeding
A1078,2024-03-26,07:49,Clear,Under Construction,Ramanathapuram Junction,9.36201,78.838575,Minor,3,Poor Road Condition
A1079,2024-12-12,16:52,Rainy,Dry,Devipattinam Road,9.477437,78.867523,Moderate,4,Signal Violation
A1080,2024-09-06,11:09,Clear,Wet,Rameswaram Road,9.289922,79.312837,Moderate,1,Poor Road Condition
A1081,2025-06-07,16:06,Foggy,Dry,Devipattinam Road,9.476333,78.86837,Moderate,2,Speeding
A1082,2024-10-20,07:41,Clear,Potholes,Bus Stand Junction,9.368247,78.83571,Severe,4,Poor Road Condition
A1083,2024-08-17,15:07,Clear,Under Construction,Devipattinam Road,9.480371,78.866477,Minor,2,Poor Road Condition
A1084,2024-06-03,21:38,Clear,Dry,Devipattinam Road,9.476784,78.866114,Moderate,3,Drunk Driving
A1085,2024-12-22,17:18,Foggy,Dry,Rameswaram Road,9.287649,79.3127,Minor,2,Weather
A1086,2024-06-01,19:55,Rainy,Dry,Devipattinam Road,9.479481,78.867886,Severe,3,Weather
A1087,2024-10-12,06:27,Clear,Dry,Devipattinam Road,9.47752,78.868228,Moderate,3,Speeding
A1088,2025-02-27,13:44,Cloudy,Wet,Market Road,9.364547,78.839334,Fatal,4,Speeding
A1089,2025-07-05,13:31,Clear,Dry,Bus Stand Junction,9.365089,78.834277,Moderate,2,Signal Violation
A1090,2025-12-11,16:49,Rainy,Dry,Bus Stand Junction,9.370535,78.83401,Severe,2,Poor Road Condition
A1091,2024-04-22,16:08,Clear,Dry,Madurai Road Junction,9.364715,78.809464,Moderate,4,Signal Violation
A1092,2025-07-18,14:53,Windy,Potholes,Rameswaram Road,9.287729,79.314059,Minor,3,Distracted Driving
A1093,2025-12-21,06:44,Clear,Wet,Paramakudi Highway,9.542682,78.5923,Minor,2,Weather
A1094,2025-05-03,18:04,Rainy,Dry,Devipattinam Road,9.475864,78.8676,Minor,1,Poor Road Condition
A1095,2024-06-02,20:26,Rainy,Dry,Industrial Area Road,9.349356,78.825883,Moderate,4,Weather
A1096,2025-12-12,14:41,Clear,Dry,Madurai Road Junction,9.362603,78.810693,Severe,3,Speeding
A1097,2025-02-09,15:00,Rainy,Potholes,Paramakudi Highway,9.549036,78.587955,Severe,3,Poor Road Condition
A1098,2025-03-09,10:14,Windy,Dry,East Coast Road,9.300285,78.899007,Fatal,2,Speeding
A1099,2024-08-12,13:03,Clear,Potholes,Kilakarai Main Road,9.231639,78.785029,Minor,2,Overtaking
A1100,2025-10-19,15:41,Clear,Dry,Market Road,9.364838,78.836932,Moderate,2,Speeding
A1101,2025-01-06,06:04,Cloudy,Potholes,Rameswaram Road,9.290707,79.311714,Moderate,2,Speeding
A1102,2024-11-12,08:00,Clear,Dry,Devipattinam Road,9.47908,78.86606,Minor,2,Overtaking
A1103,2025-05-10,16:36,Clear,Dry,Industrial Area Road,9.348565,78.825709,Minor,1,Overtaking
A1104,2024-07-18,22:32,Clear,Dry,Rameswaram Road,9.290226,79.312533,Moderate,1,Distracted Driving
A1105,2025-05-30,13:47,Clear,Potholes,Madurai Road Junction,9.36453,78.809999,Minor,2,Distracted Driving
A1106,2024-10-24,20:02,Clear,Wet,Industrial Area Road,9.348124,78.825907,Fatal,2,Speeding
A1107,2025-11-28,20:51,Cloudy,Muddy,Kilakarai Main Road,9.232323,78.784322,Severe,5,Speeding
A1108,2024-12-15,17:59,Clear,Dry,Industrial Area Road,9.349295,78.825399,Fatal,2,Speeding
A1109,2025-11-30,21:49,Clear,Dry,Ramanathapuram Junction,9.363245,78.839401,Minor,1,Poor Road Condition
A1110,2024-05-26,06:00,Rainy,Potholes,Market Road,9.36895,78.835829,Moderate,4,Vehicle Failure
A1111,2024-10-29,10:59,Clear,Dry,Market Road,9.365262,78.835229,Minor,1,Distracted Driving
A1112,2024-09-19,09:30,Rainy,Under Construction,Market Road,9.366916,78.835928,Moderate,5,Overtaking
A1113,2025-02-22,20:25,Rainy,Dry,Madurai Road Junction,9.364026,78.811982,Severe,3,Poor Road Condition
A1114,2025-06-02,05:26,Clear,Potholes,Madurai Road Junction,9.367129,78.809099,Fatal,1,Overtaking
A1115,2025-12-17,18:15,Rainy,Potholes,Ramanathapuram Junction,9.3611,78.841011,Moderate,1,Drunk Driving
A1116,2025-04-18,08:55,Cloudy,Dry,Devipattinam Road,9.476973,78.869186,Moderate,2,Distracted Driving
A1117,2024-04-20,05:46,Foggy,Under Construction,Devipattinam Road,9.475045,78.869339,Minor,2,Signal Violation
A1118,2025-05-12,11:38,Clear,Wet,Madurai Road Junction,9.363183,78.811096,Moderate,2,Speeding
A1119,2024-11-23,07:13,Cloudy,Under Construction,Market Road,9.365821,78.834769,Moderate,1,Signal Violation
A1120,2024-02-25,23:13,Clear,Dry,Bus Stand Junction,9.366889,78.835029,Minor,2,Signal Violation
A1121,2024-10-07,05:04,Clear,Dry,Paramakudi Highway,9.546159,78.590877,Moderate,4,Weather
A1122,2024-04-04,08:03,Foggy,Dry,Rameswaram Road,9.290965,79.309654,Minor,2,Overtaking
A1123,2025-12-06,15:34,Rainy,Wet,Bus Stand Junction,9.369926,78.834157,Moderate,2,Overtaking
A1124,2024-07-22,19:38,Clear,Wet,East Coast Road,9.298652,78.898005,Fatal,2,Poor Road Condition
A1125,2025-04-14,01:57,Windy,Dry,Madurai Road Junction,9.364716,78.811382,Severe,3,Drunk Driving
A1126,2025-04-06,15:00,Windy,Potholes,Rameswaram Road,9.287809,79.314267,Moderate,3,Poor Road Condition
A1127,2025-03-06,08:12,Cloudy,Muddy,Ramanathapuram Junction,9.361723,78.839482,Minor,2,Poor Road Condition
A1128,2024-01-15,22:36,Clear,Dry,Kilakarai Main Road,9.229121,78.785545,Moderate,2,Distracted Driving
A1129,2025-04-11,18:41,Clear,Dry,Devipattinam Road,9.47933,78.867369,Severe,2,Signal Violation
A1130,2025-04-14,06:11,Clear,Dry,Madurai Road Junction,9.361094,78.810298,Moderate,2,Drunk Driving
A1131,2025-09-27,17:44,Windy,Potholes,Bus Stand Junction,9.368155,78.834606,Severe,1,Speeding
A1132,2025-02-25,17:39,Clear,Wet,Devipattinam Road,9.479854,78.866393,Moderate,2,Poor Road Condition
A1133,2025-11-14,16:02,Clear,Dry,East Coast Road,9.30102,78.901789,Moderate,2,Speeding
A1134,2024-12-25,20:07,Windy,Potholes,Kilakarai Main Road,9.228332,78.785479,Moderate,3,Poor Road Condition
A1135,2024-08-17,00:23,Clear,Dry,Bus Stand Junction,9.366744,78.833878,Severe,2,Poor Road Condition
A1136,2025-02-28,18:00,Clear,Dry,Bus Stand Junction,9.368022,78.833269,Moderate,3,Signal Violation
A1137,2025-08-08,10:10,Windy,Dry,Industrial Area Road,9.348986,78.825051,Moderate,2,Overtaking
A1138,2025-03-15,19:36,Clear,Wet,Ramanathapuram Junction,9.362269,78.837871,Severe,1,Overtaking
A1139,2024-04-11,07:14,Cloudy,Dry,East Coast Road,9.301019,78.898277,Moderate,2,Speeding
A1140,2024-11-26,20:10,Clear,Dry,Rameswaram Road,9.288999,79.312694,Moderate,2,Distracted Driving
A1141,2024-03-21,17:34,Cloudy,Dry,Ramanathapuram Junction,9.361311,78.838484,Moderate,5,Weather
A1142,2024-08-15,08:41,Clear,Dry,Madurai Road Junction,9.366791,78.808528,Severe,3,Speeding
A1143,2024-03-25,17:17,Windy,Wet,Rameswaram Road,9.287303,79.312693,Minor,2,Weather
A1144,2024-04-19,21:07,Clear,Dry,Market Road,9.366975,78.835823,Severe,1,Speeding
A1145,2024-01-23,12:31,Clear,Dry,Kilakarai Main Road,9.230104,78.787134,Minor,2,Poor Road Condition
A1146,2024-06-13,17:28,Clear,Dry,Madurai Road Junction,9.367608,78.811468,Severe,2,Speeding
A1147,2024-12-21,06:21,Clear,Wet,Ramanathapuram Junction,9.364028,78.838288,Severe,1,Drunk Driving
A1148,2025-07-02,08:01,Clear,Dry,Devipattinam Road,9.476754,78.868784,Minor,4,Speeding
A1149,2024-08-13,02:08,Clear,Wet,Kilakarai Main Road,9.231628,78.787102,Moderate,2,Speeding
A1150,2025-10-29,11:35,Clear,Wet,Devipattinam Road,9.478976,78.865745,Minor,2,Distracted Driving
A1151,2025-12-04,09:12,Rainy,Under Construction,Kilakarai Main Road,9.232578,78.783503,Moderate,3,Speeding
A1152,2025-05-14,19:46,Clear,Dry,Paramakudi Highway,9.545424,78.590375,Moderate,2,Drunk Driving
A1153,2024-07-23,17:27,Cloudy,Dry,Devipattinam Road,9.480994,78.872665,Minor,1,Poor Road Condition
A1154,2025-08-23,22:16,Clear,Wet,Ramanathapuram Junction,9.36481,78.839225,Moderate,4,Vehicle Failure
A1155,2024-11-26,02:11,Clear,Dry,Bus Stand Junction,9.368302,78.835331,Moderate,2,Speeding
A1156,2024-01-10,19:07,Clear,Dry,Paramakudi Highway,9.545519,78.592693,Moderate,2,Distracted Driving
A1157,2024-10-17,16:24,Cloudy,Dry,Kilakarai Main Road,9.231345,78.785747,Severe,2,Speeding
A1158,2025-03-07,16:41,Cloudy,Dry,Devipattinam Road,9.478999,78.868632,Minor,2,Signal Violation
A1159,2025-03-07,15:17,Clear,Dry,Market Road,9.367058,78.835274,Minor,2,Poor Road Condition
A1160,2025-08-12,09:41,Windy,Potholes,Ramanathapuram Junction,9.363063,78.83785,Moderate,3,Drunk Driving
A1161,2024-12-11,21:02,Cloudy,Dry,East Coast Road,9.300659,78.901168,Severe,3,Speeding
A1162,2025-02-13,10:22,Clear,Muddy,Rameswaram Road,9.288687,79.314512,Minor,1,Distracted Driving
A1163,2024-05-04,15:41,Rainy,Dry,Market Road,9.365792,78.837203,Minor,3,Distracted Driving
A1164,2025-03-22,20:46,Clear,Dry,Madurai Road Junction,9.363362,78.809419,Moderate,3,Weather
A1165,2025-12-05,23:59,Rainy,Potholes,East Coast Road,9.301043,78.901274,Moderate,4,Speeding
A1166,2025-01-23,18:50,Clear,Dry,Madurai Road Junction,9.364559,78.809893,Minor,2,Speeding
A1167,2025-02-27,19:56,Cloudy,Wet,Paramakudi Highway,9.543723,78.589464,Moderate,2,Drunk Driving
A1168,2025-05-09,23:20,Clear,Dry,Market Road,9.367136,78.837063,Moderate,1,Speeding
A1169,2024-07-29,17:47,Cloudy,Dry,Kilakarai Main Road,9.231751,78.785075,Moderate,2,Distracted Driving
A1170,2025-05-14,19:12,Clear,Dry,Market Road,9.365811,78.83521,Severe,2,Drunk Driving
A1171,2024-06-06,18:41,Rainy,Dry,Rameswaram Road,9.289048,79.312631,Moderate,2,Overtaking
A1172,2025-02-13,15:49,Clear,Dry,Industrial Area Road,9.350738,78.824211,Severe,2,Speeding
A1173,2024-04-19,07:56,Cloudy,Dry,Devipattinam Road,9.47477,78.869646,Minor,2,Vehicle Failure
A1174,2024-05-01,14:16,Windy,Dry,East Coast Road,9.299282,78.898706,Moderate,1,Poor Road Condition
A1175,2024-10-06,11:28,Clear,Dry,East Coast Road,9.30104,78.899412,Minor,4,Distracted Driving
A1176,2024-10-09,13:38,Clear,Dry,Kilakarai Main Road,9.23259,78.785926,Moderate,3,Distracted Driving
A1177,2024-02-06,08:03,Cloudy,Dry,Devipattinam Road,9.479025,78.865951,Severe,2,Drunk Driving
A1178,2024-08-13,12:06,Cloudy,Potholes,Bus Stand Junction,9.369318,78.834392,Severe,2,Drunk Driving
A1179,2025-09-02,17:45,Clear,Dry,Madurai Road Junction,9.364446,78.810215,Severe,4,Speeding
A1180,2024-09-01,20:44,Clear,Wet,Rameswaram Road,9.285336,79.312613,Moderate,2,Speeding
A1181,2024-12-08,18:27,Clear,Under Construction,Ramanathapuram Junction,9.362356,78.837471,Moderate,1,Overtaking
A1182,2025-08-20,17:30,Clear,Potholes,Ramanathapuram Junction,9.361616,78.841169,Minor,1,Poor Road Condition
A1183,2025-05-30,20:33,Clear,Dry,Rameswaram Road,9.287056,79.314301,Severe,2,Speeding
A1184,2025-07-12,15:22,Clear,Dry,Market Road,9.364996,78.833639,Minor,1,Distracted Driving
A1185,2025-11-10,21:49,Rainy,Wet,Madurai Road Junction,9.363325,78.811854,Fatal,3,Speeding
A1186,2024-08-13,07:26,Cloudy,Dry,Ramanathapuram Junction,9.363666,78.838678,Moderate,2,Distracted Driving
A1187,2024-04-01,11:47,Clear,Under Construction,Bus Stand Junction,9.36774,78.834753,Severe,5,Poor Road Condition
A1188,2025-06-23,21:28,Clear,Potholes,East Coast Road,9.301676,78.902173,Moderate,2,Poor Road Condition
A1189,2025-08-16,10:02,Clear,Dry,Rameswaram Road,9.28746,79.310011,Moderate,2,Poor Road Condition
A1190,2025-05-25,10:00,Windy,Dry,Madurai Road Junction,9.36438,78.81039,Minor,2,Weather
A1191,2025-05-13,18:19,Clear,Muddy,East Coast Road,9.298554,78.898564,Moderate,1,Speeding
A1192,2024-11-09,06:31,Clear,Dry,Industrial Area Road,9.350516,78.824927,Minor,1,Signal Violation
A1193,2025-11-12,19:32,Windy,Dry,Rameswaram Road,9.288049,79.310862,Minor,3,Overtaking
A1194,2024-03-23,13:58,Clear,Dry,Kilakarai Main Road,9.230654,78.783614,Moderate,2,Overtaking
A1195,2024-04-10,13:57,Foggy,Under Construction,Bus Stand Junction,9.368835,78.835553,Minor,1,Poor Road Condition
A1196,2025-11-30,19:08,Rainy,Wet,Madurai Road Junction,9.362231,78.808606,Moderate,2,Speeding
A1197,2025-03-23,16:24,Clear,Dry,Market Road,9.363555,78.835225,Moderate,2,Weather
A1198,2025-04-22,14:27,Clear,Dry,Madurai Road Junction,9.364875,78.807826,Fatal,2,Speeding
A1199,2025-09-21,06:08,Foggy,Muddy,Bus Stand Junction,9.366117,78.832494,Moderate,2,Weather
A1200,2025-02-06,20:03,Clear,Wet,Industrial Area Road,9.350311,78.825104,Moderate,3,Distracted Driving
